#OTU ID	SRR7635994	SRR7636007	SRR7636010	SRR7636016	SRR7636020	SRR7636031	SRR7636047	SRR7636084	SRR7636103	SRR7636117	SRR7636124	SRR7636128	SRR7636151	SRR7636156	SRR7636174	SRR7636179	SRR7636195	SRR7636204	SRR7636214	SRR7636238	SRR7636246	SRR7636247	SRR7636265	SRR7636266	SRR7636267	SRR7636277	SRR7636291	SRR7636294	SRR7636307	SRR7636333	SRR7636336	SRR7636348	SRR7636349	SRR7636352	SRR7636363	SRR7636367	SRR7636374	SRR7636382	SRR7636388	SRR7636416	SRR7636423	SRR7636435	SRR7636439	SRR7636445	SRR7636460	SRR7636473	SRR7636476	SRR7636477	SRR7636479	SRR7636484	SRR7636503	SRR7636510	SRR7636515	SRR7636519	SRR7636520	SRR7636521	SRR7636527	SRR7636560	SRR7636577	SRR7636580	SRR7636587	SRR7636588	SRR7636592	SRR7636596	SRR7636597	SRR7636627	SRR7636634	SRR7636635	SRR7636655	SRR7636664	SRR7636675	SRR7636686	SRR7636689	SRR7636690	SRR7636693	SRR7636725	SRR7636729	SRR7636737	SRR7636756	SRR7636763	SRR7636777	SRR7636786	SRR7636790	SRR7636797	SRR7636801	SRR7636806	SRR7636827	SRR7636830	SRR7636849	SRR7636851	SRR7636861	SRR7636869	SRR7636890	SRR7636892	SRR7636895	SRR7636899	SRR7636900	SRR7636904	SRR7636908	SRR7636915	SRR7636923	SRR7636927	SRR7636955	SRR7636960	SRR7636969	SRR7636974	SRR7637012	SRR7637020	SRR7637026	SRR7637029	SRR7637032	SRR7637034	SRR7635466	SRR7635470	SRR7635478	SRR7635481	SRR7635489	SRR7635493	SRR7635503	SRR7635538	SRR7635553	SRR7635563	SRR7635580	SRR7635581	SRR7635596	SRR7635605	SRR7635627	SRR7635629	SRR7635654	SRR7635667	SRR7635683	SRR7635688	SRR7635695	SRR7635708	SRR7635731	SRR7635743	SRR7635769	SRR7635793	SRR7635815	SRR7635825	SRR7635839	SRR7635851	SRR7635862	SRR7635879	SRR7635891	SRR7635903	SRR7635918	SRR7635942	SRR7635964	SRR7635971
Zotu41	0	1	0	0	0	1	0	16	0	3	0	1	3	1	27	2	0	0	2	0	1	0	0	7	0	0	0	2	0	1	3	0	1	0	0	1	0	2	0	40	31	1	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	1	0	0	0	3	1	24	0	0	0	0	0	1	0	0	0	0	0	0	96	61	4	0	2	0	5	0	1	0	0	0	1	49	0	0	12	0	0	1	0	1	39	2	0	1	3	0	1	2	6	3	5	0	0	0	0	0	0	0	7	1	0	8	16	0	0	1	23	12	0	1	0	0	0	0	0	44	0	0	0	1	0	24	1	0	0	0	2	19	1	0
Zotu23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	203	0	0	0	1	0	0	116	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	1248	91	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu463	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Zotu218	0	1	0	1	0	0	0	1	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	8	13	0	0	0	0	3	0	0	0	0	0	0	1	0	0	8	1	0	1	1	0	4	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	8	1	0	0	0	7	4	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	1	9	0	0
Zotu217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3	6	0	0	1	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu27	0	3	0	0	0	1	0	11	0	4	0	0	1	1	72	4	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	2	121	106	1	1	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	10	0	0	0	0	0	66	0	1	0	0	0	9	0	0	0	0	0	0	189	107	0	0	0	0	0	0	1	0	0	0	0	19	3	0	25	1	0	0	0	0	162	6	1	0	0	0	0	1	0	0	9	0	0	0	0	0	2	2	16	4	0	45	15	0	0	0	42	29	0	1	0	0	3	0	0	79	0	0	0	5	0	111	0	0	0	2	7	29	0	0
Zotu334	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu91	0	1	0	1	0	0	0	0	0	1	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	2	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	2	1	0	0	0	3	0	1	2	0	0	0	0	0	1	0	2	0	0	4	3	0	0	0	6	1	0	0	0	0	0	0	0	8	0	0	0	1	0	25	0	0	0	0	0	2	0	0
Zotu262	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	7	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu261	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Zotu49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	156	116	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	9	0	51	0	0	1	0	65	42	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu153	0	2	0	0	0	0	0	4	0	5	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	73	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	1	0	0	1	0	0	0	0	0	43	0	0	0	0	0	6	0	0	0	0	0	0	5	54	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	20	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3	2	0	20	11	0	0	0	26	31	0	0	0	0	0	0	0	17	0	0	0	1	0	38	0	0	0	0	4	12	0	0
Zotu104	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	7	4	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	1	6	0	0
Zotu47	0	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	4	1	0	0	6	0	0	3	0	0	0	0	0	0	0	5	6	0	6	0	0	110	0	0	0	0	0	6	2	0	0	0	0	0	0	0	10	1	11	0	0	0	0	0	0	3	66	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13	0	0	0	0	0	0	0	15	0	0	24	2	1	0	0	0	3	0	0	0	0	1	0	0	31	0	3	0	0	0	1	0	0	0	193	6	0	0	20	0	0	0	48	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Zotu7	0	0	676	0	0	0	0	2894	0	0	68	0	51	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	3478	6	1	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	482	96	0	848	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	379	0	0	0	0	3	0	0	93	0	0	0	0	6	0	0	0	33	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	18	0	0	19	0
Zotu13	0	0	429	0	0	0	0	668	0	0	58	0	44	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1024	1	1	0	0	0	0	0	0	0	0	178	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	466	55	0	239	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	102	0	0	0	0	6	0	0	0	35	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	30	0	0	27	2
Zotu171	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	3	0	0	0	3	2	1	0	0	2	3	0	0	0	0	0	1	0	0	0	5	2	1	4	4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Zotu64	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu388	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu20	0	0	0	1	0	0	0	0	0	40	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1383	0	0	6	0	0	0	0	0	0	0	46	0	0	0	7	0	0	0	0	0	0	0	3	18	231	0	0	4	0	0	0	0	1	0	0	0	0	100	1	0	0	0	0	0	0	1	0	0	0	0	136	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	60	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu147	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	11	0	45	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12	0	0	0	7	0	0	0	37	8	562	0	0	1	0	4	0	0	0	171	2	0	0	0	3	1	10	0	0	102	0	66	0	1	0	0	0	0	0	1	245	0	3	1	0	0	0	0	0	19	0	0	0	0	0	2	1	0	20	0	0	0	0	3	7	4	38	0	12	12	0	0	0	0	0	0	0	27	0	99	0	1	0	0	49	0	2	10	0	0	0	15	1778	0	6	0	11	0	11	0	0	0	0	0	4	5	17	0	0	2	0	1	0	0	0	0	0	0	0	0	719	0	0	29	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu30	0	0	0	2	15	0	0	0	0	0	0	0	1	13	12	0	0	0	0	0	1	0	0	0	0	6	0	0	301	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	39	0	0	0	0	0	0	4	0	273	0	0	12	57	0	0	0	5	0	0	0	0	1	8	1	0	11	0	5	0	0	0	251	0	0	0	111	0	0	0	0	0	0	0	0	0	3	1	0	0	17	0	0	0	7	0	0	0	0	0	0	0	0	38	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu433	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu145	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	6	0	0	0	0	2	0	1	0	0	0	0	2	0	0	2	1	0	0	0	0	5	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	2	0	0
Zotu83	0	0	0	2	0	0	0	72	2	10	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	2	0	2	0	0	0	2	0	0	1	0	0	0	0	20	0	0	0	3	0	0	0	0	0	1	3	0	0	0	0	4	0	0	0	0	0	1	3	1	1	0	1	2	0	0	0	0	1	0	0	0	0	3	6	0	0	0	0	0	0	1	6	0	0	0	13	0	0	0	0	2	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu146	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	9	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	1	2	0	0	0
