#OTU ID	SRR7635994	SRR7636007	SRR7636010	SRR7636016	SRR7636020	SRR7636031	SRR7636047	SRR7636084	SRR7636103	SRR7636117	SRR7636124	SRR7636128	SRR7636151	SRR7636156	SRR7636174	SRR7636179	SRR7636195	SRR7636204	SRR7636214	SRR7636238	SRR7636246	SRR7636247	SRR7636265	SRR7636266	SRR7636267	SRR7636277	SRR7636291	SRR7636294	SRR7636307	SRR7636333	SRR7636336	SRR7636348	SRR7636349	SRR7636352	SRR7636363	SRR7636367	SRR7636374	SRR7636382	SRR7636388	SRR7636416	SRR7636423	SRR7636435	SRR7636439	SRR7636445	SRR7636460	SRR7636473	SRR7636476	SRR7636477	SRR7636479	SRR7636484	SRR7636503	SRR7636510	SRR7636515	SRR7636519	SRR7636520	SRR7636521	SRR7636527	SRR7636560	SRR7636577	SRR7636580	SRR7636587	SRR7636588	SRR7636592	SRR7636596	SRR7636597	SRR7636627	SRR7636634	SRR7636635	SRR7636655	SRR7636664	SRR7636675	SRR7636686	SRR7636689	SRR7636690	SRR7636693	SRR7636725	SRR7636729	SRR7636737	SRR7636756	SRR7636763	SRR7636777	SRR7636786	SRR7636790	SRR7636797	SRR7636801	SRR7636806	SRR7636827	SRR7636830	SRR7636849	SRR7636851	SRR7636861	SRR7636869	SRR7636890	SRR7636892	SRR7636895	SRR7636899	SRR7636900	SRR7636904	SRR7636908	SRR7636915	SRR7636923	SRR7636927	SRR7636955	SRR7636960	SRR7636969	SRR7636974	SRR7637012	SRR7637020	SRR7637026	SRR7637029	SRR7637032	SRR7637034	SRR7635466	SRR7635470	SRR7635478	SRR7635481	SRR7635489	SRR7635493	SRR7635503	SRR7635538	SRR7635553	SRR7635563	SRR7635580	SRR7635581	SRR7635596	SRR7635605	SRR7635627	SRR7635629	SRR7635654	SRR7635667	SRR7635683	SRR7635688	SRR7635695	SRR7635708	SRR7635731	SRR7635743	SRR7635769	SRR7635793	SRR7635815	SRR7635825	SRR7635839	SRR7635851	SRR7635862	SRR7635879	SRR7635891	SRR7635903	SRR7635918	SRR7635942	SRR7635964	SRR7635971
Zotu211	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	4	0	0	3	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	3	1	0	1	0	3	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu32	0	0	0	1	3	0	0	0	0	1	0	0	0	6	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	7	0	16	11	0	82	0	0	30	0	0	1	0	0	11	10	0	0	0	87	0	1	1	9	0	0	0	0	0	0	0	9	148	451	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	1	1	121	3	2	0	16	0	0	0	18	0	0	0	7	4	0	0	0	1	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu67	0	0	0	1	0	0	0	5	0	2	0	0	1	0	6	1	0	0	1	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	4	0	17	14	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	1	0	0	1	0	0	0	0	0	0	49	12	2	0	0	0	1	0	1	0	0	0	0	2	0	0	5	0	0	2	0	0	31	1	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	5	1	0	9	5	0	0	0	9	5	0	0	0	0	1	0	0	13	0	0	0	0	0	19	0	0	0	0	1	6	0	0
Zotu14	0	0	0	1	2	0	0	0	0	112	0	0	0	3	2	0	4	0	0	0	1	0	0	1	0	1	0	0	0	0	0	8	2	0	22	3	0	33	0	6	1	0	1	20	1	0	7	5	0	0	0	128	0	0	0	3	0	18	0	0	0	0	0	1	145	426	0	1	4	0	0	0	0	14	0	0	2	0	77	1	0	0	0	87	4	0	0	81	0	0	0	53	0	0	496	7	15	4	0	0	1	0	0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	2	50	0	0	0	0	0	0	1841	3	0	0	0	0	0	0	1	85	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu103	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	30	0	0	0	0	0	3	2	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1	5	10	0	0	1	1	0	0	0	0	0	0	0	0	0	9	8	0	0	0	3	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4	0	0	0	0	395	459	0	0	0	0	0	62	0	0	0	533	0	0	0	0	0	44	1590	0	0	2	0	0	0	0	0	55	0	0	25	0	88	0	4	0	0	0	2	73	0	10	0	0	0	410	0	54	106	0	63	0	241	0	607	0	0	0	0	178	0	0	4	0	0	308	49	0	0	0	0	0	0	11	0	360	0	17	0	0	0	0	990	0	44	280	0	0	6	0	0	0	0	0	0	1260	0	0	0	785	0	0	157	0	0	0	0	0	0	16	61	0	0	0	0	861	0	301	0	183	0	0	1146	890	959	0	0	25	10	488	159	0	17	86	0	0	0	0	44	47	0	0	0	0	0	0
Zotu2	0	0	0	0	350	574	0	0	0	0	0	29	0	0	0	1025	0	0	0	1	0	11	1218	0	0	1	0	0	0	0	0	35	0	0	45	0	30	0	0	0	1	0	1	89	0	5	0	0	0	517	0	141	37	0	20	0	1206	0	494	0	0	0	0	178	0	0	1	0	0	241	17	0	0	0	0	0	0	8	0	1191	0	12	0	0	1	0	675	0	58	388	0	0	4	0	0	0	0	0	0	4822	0	0	0	705	0	0	181	0	0	0	0	0	0	7	55	0	0	0	0	2577	0	1431	0	68	0	550	3763	3204	4031	0	0	10	5	440	54	0	7	51	0	0	0	0	21	17	0	0	0	0	0	0
Zotu42	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Zotu15	0	0	0	0	72	0	0	0	0	0	0	26	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	51	0	0	8	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	87	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	235	0	0	0	664	1	196	1	1	0	0	0	2	2	0	9	45	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3	0	0	0	0	71	0	1094	0	0	0	0	0	0	1	2	0	7	0	0	0	0	483	138	0	0	0	0	0	0	0	0	0	0	3951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2567	0	0	0	0	0	6028	4580	0
Zotu152	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	25	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu40	0	0	0	0	1	0	0	4	0	7	0	0	0	0	0	0	2	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	8	8	0	0	0	179	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	129	0	1	7	0	0	0	5	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	22	0	1	0	0	0	14	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	149	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	24	0	1	0	0	16	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	6	36	0	2	0	0	0	0	1	0	0	1	0	0	298	0	0	0	0	8	0	0	0	0	0	0	0	65	0	0	110	1	1	0	0	0	4	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	35	27	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Zotu286	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0
Zotu36	0	0	0	0	1	0	0	0	0	36	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	24	0	0	0	0	0	5	0	6	1	0	0	0	0	32	0	0	0	2	0	34	0	0	0	0	2	1	19	66	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	17	1	0	2	1	0	0	0	8	0	0	66	2	0	0	1	0	0	0	0	0	0	5	0	0	0	3	3	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	387	1	0	0	0	0	0	0	0	26	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Zotu106	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	15	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	4	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu276	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu35	0	0	0	0	0	1	0	3	0	0	0	0	6	0	11	22	0	0	39	0	1	0	0	127	0	0	4	0	1	14	70	0	7	1	0	1	0	16	0	13	7	0	0	19	0	0	5	1	7	1	0	12	0	0	0	1	0	3	2	0	0	3	1	6	3	5	0	0	3	1	0	0	6	4	2	0	3	0	7	6	29	0	4	30	62	1	8	0	0	0	5	52	0	2	55	12	0	26	6	2	11	0	0	0	60	1	11	0	36	0	53	0	1	0	0	0	0	0	15	0	0	4	1	0	1	0	14	1	0	0	0	0	0	1	0	27	0	0	2	0	0	13	0	0	0	0	0	6	0	1
Zotu169	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	2	0	1	0	2	1	2	3	0	0	0	0	0	0	0	0	9	2	0	2	1	0	2	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Zotu177	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	2	3	0	1	0	2	0	1	0	0	0	9	0	1	0	0	1	0	0	0	0	8	0	0	1	1	0	1	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu84	0	0	0	0	0	0	2	4	0	0	0	0	2	0	5	11	0	0	8	0	0	0	0	21	0	1	2	0	0	1	2	0	0	0	0	3	0	0	6	5	2	0	0	0	0	0	0	0	3	1	0	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	7	1	0	0	0	10	7	5	0	0	1	18	2	0	0	0	0	1	3	1	0	21	2	1	0	3	0	1	1	0	0	4	0	4	0	8	3	7	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	2	1	0	0	0	0	0	1	0
Zotu139	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	7	0	0
Zotu184	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	2	1	0	3	1	0	0	0	0	0	1	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu122	0	0	0	0	0	0	1	2	1	0	0	0	1	0	2	2	0	0	2	1	1	0	0	6	0	0	1	2	0	0	3	0	0	0	0	0	0	0	3	3	1	0	0	1	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	3	1	0	1	0	6	2	0	0	2	0	6	4	1	0	0	0	0	0	0	0	13	1	0	1	1	0	0	0	0	0	3	0	2	0	2	0	6	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	4	1	0	0	0	0	7	0	0
Zotu17	0	0	0	0	0	0	0	1414	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	150	0	0	0	115	0	0	7	0	0	0	0	0	0	0	1	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	243	0	4	2	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	55	0	0	0	0	0	0	0	190	291	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
Zotu11	0	0	0	0	0	0	0	1410	0	1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	2	71	0	0	0	0	0	0	0	1	0	0	0	0	726	0	0	0	0	0	48	0	0	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu45	0	0	0	0	0	0	0	515	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu61	0	0	0	0	0	0	0	78	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	2	0	0	0	1	0	0	0	57	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2	0	0	8	0	0	0	5	1	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu436	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu73	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	35	18	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	25	3	0	0	0	0	1	0	0	11	0	0	0	1	0	24	0	0	0	0	0	8	0	0
Zotu68	0	0	0	0	0	0	0	148	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	3	4	0	1	0	0	0	0	0	0	0	0	0	0	5	15	0	0	0	1	0	0	0	3	0	0	0	30	0	0	0	0	0	3	0	0	14	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	7	9	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu160	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	4	0	1	0	0	0	7	0	0	0	0	0	1	0	0
Zotu8	0	0	0	0	0	0	0	123	0	15	0	0	10	4	166	42	0	0	19	0	2	0	0	49	0	2	2	0	0	20	31	0	1	0	0	0	0	1	1	322	205	0	0	7	0	0	0	0	0	0	0	334	0	0	0	0	0	5	0	1	0	0	0	1	8	90	0	0	2	2	0	0	5	0	1	0	2	0	334	277	23	0	0	48	34	0	0	0	0	0	1	1141	0	0	23	3	0	7	0	42	331	0	0	3	20	1	2	1	69	0	20	0	0	0	0	0	0	0	110	9	0	97	43	0	0	0	222	66	3	0	0	0	0	0	0	571	0	0	0	0	0	389	1	0	0	0	0	118	0	0
Zotu48	0	0	0	0	0	0	0	29	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0	9	117	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	98	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu205	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu331	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu138	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu260	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu52	0	0	0	0	0	0	0	13	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	10	128	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	4	0	0	1	0	0	0	0	1	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	54	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu22	0	0	0	0	0	0	0	39	0	17	0	0	0	1	0	0	0	0	6	0	0	0	0	13	0	9	3	3	1	0	1	0	0	0	0	0	0	1	0	61	5	0	0	3	0	0	0	0	1	0	0	1	0	0	0	2	9	0	0	1	0	0	0	3	1	3	0	5	1	1	0	9	2	1	0	0	0	0	386	1	1	0	0	6	0	0	1	6	0	0	0	561	0	0	3	0	0	22	0	0	400	1	1	0	13	1	4	0	7	0	0	0	0	0	0	0	0	0	43	10	0	0	1	0	0	0	4	2	1	0	0	0	0	0	0	212	0	0	0	6	0	0	0	0	0	0	1	0	0	0
Zotu142	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
