Feature ID	Taxon	Confidence
bfd9c24e0e980c40395a8ef3b409806013d6c16c	Unassigned	0.8692572002332056
2fc75c3ac6d9a2ca2687327b86f1a59a56b45317	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0.9990900909204242
4d789cfb85bfb5dc1d79c007626d9cdf83909a04	k__Bacteria	0.9280155458947711
44da39dafd2c2f2a14f63b2f6eb1cec7736f0df1	Unassigned	0.9168421795167634
5f5f9546b16956de455186b7f32fba15c996ad37	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	0.9725644493772467
abc777dc084b2cb8d3a13b5eff648b266273a1ba	k__Bacteria	0.9626106069513928
3a5759d86bf8f49b94511bab03cd970ead7ec944	Unassigned	0.8820097445675348
25903223c0e263074c7a1682230b73a1746c49eb	k__Bacteria	0.9676677279165377
09537578d3fee6a1ad54a2f9ead45d266e27f257	k__Bacteria	0.9547741734932916
1907d4f27e75d9b06b57dbf222a75fe6229cf667	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.9999930053565351
145fcae42bfdefb3465d3c2024e984ed0e02fae9	k__Bacteria	0.9468287625013699
857610239829c2bdf507ae3519eada4bfdd445cf	Unassigned	0.9376646459079802
2ae73973b09c66294024209718eb68cbc451fe52	k__Bacteria	0.964098443063877
4395d12000446321c72ef70e3e9831880e6eeb91	k__Bacteria	0.9503853489724196
ec2d2cdf61a2460e3827c073b78be5b67ff5eaa8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0.9999999139127206
2306481fdee36ef1d9bd65beebe0ab50c2d4479e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__	0.9999897533710133
1bae7d6fb86c8182472513ecaecb7cea8286d0ee	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__	0.9999999999816822
30e979064b0e213b5362712eb56705e40c5f166d	Unassigned	0.9400164579878161
205071f60299274c0b826110d333e07ae3eea354	k__Bacteria	0.9574349227952832
e4dc09a4db325c927be49a7748f419299911d8f5	k__Bacteria	0.9363434414007126
