#OTU ID	SRR2533834	SRR2533846	SRR2533860	SRR2533882	SRR2533894	SRR2533897	SRR2533904	SRR2533911	SRR2533919	SRR2533933	SRR2533949	SRR2533979	SRR2533985	SRR2534007	SRR2534013	SRR2534024	SRR2534037	SRR2534046	SRR2534057
OTU_51	0	0	0	0	0	0	0	0	2395	0	23	0	275	0	0	0	0	0	0
OTU_52	0	0	0	0	0	0	34	0	0	1822	0	0	0	0	0	0	0	0	0
OTU_53	0	0	0	0	0	0	0	0	0	3639	0	0	0	0	0	0	0	0	0
OTU_54	1507	0	0	0	0	0	0	0	61	0	0	659	0	346	0	0	0	0	0
OTU_55	0	0	0	0	0	0	0	0	530	1490	0	0	0	0	0	0	0	0	0
OTU_56	0	0	0	0	0	0	0	0	1817	1973	0	0	0	0	0	0	0	0	0
OTU_57	0	0	0	0	0	0	0	0	0	1556	0	0	0	0	0	0	0	0	0
OTU_58	0	0	0	71	0	0	0	0	1421	0	114	0	0	0	0	0	0	47	0
OTU_59	0	0	0	0	0	0	0	0	0	1744	0	0	0	0	0	0	0	0	0
OTU_6	15	0	35	0	127815	0	2836	0	2065	394	0	0	40	1416	0	0	0	0	0
OTU_60	0	0	0	0	0	0	0	0	2094	0	791	0	675	0	0	246	0	0	0
OTU_61	0	0	0	399	0	0	0	0	0	1399	0	0	0	0	0	0	0	0	0
OTU_62	0	0	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	0	0	0	134	0	0	0	0	2074	0	80	0	276	0	0	52	53	412	0
OTU_64	0	0	0	0	0	0	0	0	1253	0	43	0	0	0	0	740	0	294	0
OTU_65	0	0	0	0	0	0	0	0	0	1357	0	0	0	0	0	0	369	0	0
OTU_66	0	0	0	0	1465	0	121	0	0	0	0	0	0	0	0	0	0	0	0
OTU_67	0	0	0	0	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_68	0	83	0	0	1185	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_69	0	0	0	0	0	0	0	0	0	1375	0	0	0	0	0	0	0	0	0
OTU_7	0	0	0	0	0	25	0	0	32416	159398	198	0	0	0	0	0	0	0	275
OTU_70	0	0	0	0	1089	0	77	0	0	0	0	0	0	0	0	0	0	0	0
OTU_71	0	0	0	0	0	0	0	0	1492	10	363	0	18	0	0	0	0	0	0
OTU_72	0	0	0	0	1783	0	27	0	0	0	0	0	0	0	0	0	0	0	0
OTU_73	0	0	0	0	0	0	0	0	1376	0	0	0	46	0	0	66	0	130	222
OTU_74	0	0	0	1021	950	0	0	0	0	902	0	0	0	0	0	0	0	0	0
OTU_75	0	0	0	1168	0	0	0	0	0	1039	0	0	0	301	0	0	0	0	0
OTU_76	0	0	0	0	0	0	0	0	1252	13	32	0	143	0	6	27	0	51	7
OTU_77	0	0	0	0	0	0	0	0	1484	0	0	0	0	0	0	0	0	0	0
OTU_78	0	0	0	883	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU_79	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0
OTU_8	0	122	0	28118	0	0	8	0	131745	5365	4762	0	32983	1984	0	17073	5504	8238	0
OTU_80	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0
OTU_81	0	2	0	0	0	0	0	0	936	288	41	0	89	0	0	476	29	22	0
OTU_82	0	0	0	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_83	0	0	0	0	2004	0	570	0	7	0	0	0	0	0	0	0	0	0	0
OTU_84	0	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0
OTU_85	0	0	0	0	0	0	0	0	775	210	17	0	15	0	0	543	672	0	0
OTU_86	843	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0
OTU_87	0	0	0	0	749	0	306	0	24	34	0	0	7	0	0	0	0	0	0
OTU_88	0	0	0	7	0	0	0	0	729	0	0	0	0	0	0	0	0	0	0
OTU_89	0	0	0	0	0	0	0	0	717	0	0	0	0	0	0	0	0	0	0
OTU_9	53376	0	0	13	0	0	59	0	0	147	0	13654	0	389	0	0	0	0	0
OTU_90	0	0	0	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_91	0	0	0	0	0	0	0	0	879	0	19	0	20	0	0	0	17	0	0
OTU_92	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_93	0	0	0	409	0	0	0	0	0	729	0	0	0	0	0	0	0	0	0
OTU_94	27	6	11	184	90	216	19	72	7	691	32	0	0	556	0	6	0	0	0
OTU_95	0	0	0	133	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0
OTU_96	0	0	0	0	0	0	0	0	0	658	121	0	22	0	40	6	13	0	92
OTU_97	0	0	0	0	643	0	42	0	0	0	0	0	0	0	0	0	0	0	0
OTU_98	504	0	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	0
OTU_99	0	0	0	0	1491	0	57	0	0	217	0	0	0	0	0	0	0	0	0
