#OTU ID	SRR19509437	SRR19509413	SRR19509414	SRR19509409	SRR19509419	SRR19509420	SRR19509430	SRR19509434	SRR19509427	SRR19509407	SRR19509435	SRR19509417	SRR19509422	SRR19509428	SRR19509433	SRR19509411	SRR19509408	SRR19509410	SRR19509415	SRR19509429	SRR19509403	SRR19509423	SRR19509416	SRR19509421	SRR19509412	SRR19509424	SRR19509425	SRR19509404	SRR19509405	SRR19509432	SRR19509436	SRR19509406
Zotu317	3	0	0	0	0	0	0	1	0	0	0	5	0	1	0	4	0	0	0	0	1	0	3	0	10	1	5	2	0	0	0	0
Zotu209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0
Zotu262	4	0	0	2	0	1	0	0	16	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	6	7	4	0	0	0	0	0
Zotu731	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu694	1	0	0	4	0	1	0	0	8	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0
Zotu626	1	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	3	2	0	0	0	0	0	0
Zotu104	8	1	0	1	1	8	7	1	15	0	6	9	6	0	1	0	0	0	0	1	0	0	15	0	58	2	59	16	0	0	1	0
Zotu518	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	7	0	0	0	3	0	6	12	0	0	0	0
Zotu95	2	0	0	0	0	4	0	1	14	2	1	2	0	4	2	80	2	5	0	0	38	0	49	0	0	0	0	21	0	0	0	0
Zotu208	1	5	0	1	0	0	0	0	10	0	4	0	0	1	9	4	0	4	3	0	2	0	11	0	2	4	1	2	0	0	0	0
Zotu722	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0
Zotu550	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	6	0	3	0	0	0	0	0
Zotu757	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Zotu115	2	0	0	0	0	0	0	0	0	0	0	6	0	6	0	24	0	0	66	0	3	0	4	0	40	0	6	26	0	0	0	0
Zotu698	2	1	0	4	0	0	0	0	1	0	1	4	0	1	0	6	0	0	0	0	0	1	6	0	4	3	1	1	0	0	0	0
Zotu13	1	91	74	483	74	318	650	344	931	208	373	0	225	0	550	0	58	116	27	547	0	304	6	71	0	2363	2	16	15	208	127	56
Zotu193	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	18	0	0	0	0	2	0	17	0	4	0	16	1	0	0	0	0
Zotu467	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	3	0	7	0	0	0	0	0
Zotu574	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0
Zotu575	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0
Zotu324	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Zotu294	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	35	0	0	0	0	3	0	4	0	10	0	16	4	0	1	0	0
Zotu517	1	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu97	1	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	23	0	97	0	0	0	65	38	0	0	0	0
Zotu279	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	9	0	0	0	0	2	0	6	0	18	0	0	0	0	0	0	0
Zotu181	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	23	0	0	0	0	1	0	10	0	22	0	6	8	0	0	0	0
Zotu473	3	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	1	0	0	0	0	6	0	3	0	0	0	0	0	0	0
Zotu162	1	7	0	6	0	9	1	10	20	0	0	0	3	0	17	1	0	0	0	3	4	2	4	0	1	1	6	0	0	0	0	1
Zotu321	2	0	0	0	0	0	0	0	0	0	0	8	0	8	0	3	0	0	0	0	1	0	18	0	4	0	9	0	0	0	0	0
Zotu371	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	6	0	0	0	9	0	3	0	0	0	0	0
Zotu173	1	4	0	2	0	1	7	10	0	0	5	6	1	2	0	10	0	0	0	13	1	1	12	0	2	0	8	0	0	0	0	0
Zotu192	3	1	6	12	1	8	0	2	14	1	1	0	2	0	8	1	1	3	0	15	1	1	0	0	0	3	3	1	0	1	0	0
Zotu370	2	0	0	0	0	0	0	0	0	0	0	2	0	0	9	6	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0
Zotu270	1	2	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Zotu822	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
Zotu679	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0
Zotu349	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	10	0	11	0	4	2	0	0	0	0
Zotu765	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0
Zotu273	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	17	0	0	0	0	0	0	8	0	6	0	10	1	0	0	0	0
Zotu596	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0
Zotu792	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0
Zotu326	1	0	0	1	0	0	0	0	0	0	5	0	0	1	0	8	0	0	0	0	0	0	10	0	0	7	5	0	0	0	1	0
Zotu516	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	4	0	4	0	0	0	0	0
Zotu116	1	3	3	27	0	0	2	13	22	1	1	4	10	3	7	18	0	0	0	18	8	0	3	0	4	1	4	1	0	3	0	2
Zotu138	1	3	0	15	1	8	4	11	16	1	1	4	1	1	22	6	0	0	0	10	2	0	5	0	6	7	10	4	0	5	2	1
Zotu663	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
Zotu288	1	0	1	1	0	3	6	1	3	2	3	4	3	0	5	7	0	1	0	2	1	0	3	0	3	0	1	1	0	1	2	0
Zotu249	1	0	0	0	0	0	0	0	0	0	0	4	0	2	4	10	0	0	0	0	3	0	5	0	13	0	6	2	0	0	0	0
Zotu121	1	2	0	7	0	1	12	4	20	0	2	4	0	3	0	7	1	4	0	18	3	5	3	0	32	6	14	3	0	0	2	0
Zotu590	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	0	1	0	3	0	6	0	5	0	0	0	0	0
Zotu789	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0
Zotu723	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
Zotu379	1	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	7	0	4	0	3	6	0	0	0	0
Zotu522	1	1	1	1	2	0	1	0	3	0	1	0	1	2	1	0	0	0	0	6	0	0	0	0	0	6	1	0	0	0	0	1
Zotu350	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	0	0	0	0	0	0	2	0	0	3	9	2	0	0	0	0
Zotu4	0	4156	583	1291	2654	416	340	13413	1028	652	4665	0	2537	0	2121	2832	16	526	4903	777	17100	1603	7	2523	2437	1541	6466	25215	91	255	7280	31
Zotu43	0	108	4	12	23	16	43	53	1	19	20	0	64	0	18	24	0	26	97	38	48	29	0	77	0	15	65	269	3	12	54	0
Zotu113	0	10	0	0	2	0	139	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	3	0	0	16	7	0	4	0	0
Zotu606	0	1	0	0	0	0	2	3	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0
Zotu63	0	70	3	0	27	28	36	0	0	18	11	0	16	5	0	0	0	29	24	0	3	55	0	28	8	0	50	0	9	24	30	0
Zotu201	0	15	0	5	0	0	0	0	1	0	0	5	0	0	3	17	1	0	0	0	7	0	10	0	2	0	0	8	0	0	0	0
Zotu35	0	136	0	20	216	64	0	37	0	13	0	0	143	0	35	0	0	29	11	0	59	81	0	410	4	36	21	82	1	5	51	0
Zotu246	0	2	1	1	0	5	0	5	9	0	3	0	4	0	2	3	0	2	0	1	0	1	2	0	0	7	7	0	0	0	0	0
Zotu573	0	1	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0
Zotu268	0	4	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	30	0	0	0	0	0	0	0	0	4	0	0	0	0
Zotu490	0	1	0	1	0	1	1	4	3	0	0	0	6	0	5	0	1	0	0	0	1	1	3	0	1	0	0	0	0	1	0	0
Zotu170	0	4	0	18	0	1	0	1	30	4	0	0	8	0	5	0	0	1	0	1	1	4	1	0	2	2	4	1	0	1	0	0
Zotu34	0	18	3	71	4	0	33	29	97	5	39	1	10	10	1203	0	2	2	0	51	5	9	0	0	0	105	0	0	1	15	10	2
Zotu204	0	3	1	2	2	2	0	4	0	1	3	0	7	2	15	13	2	4	0	0	2	1	1	0	7	0	3	2	0	0	0	0
Zotu622	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	0	0	0
Zotu612	0	3	0	0	0	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu297	0	1	1	7	1	1	4	4	10	0	5	0	2	0	2	0	0	2	0	12	0	3	2	0	0	17	1	3	0	4	0	0
Zotu639	0	2	0	0	0	1	0	2	0	0	0	0	1	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu405	0	3	0	0	0	1	0	1	3	0	1	0	1	0	2	3	0	0	0	9	1	0	0	0	0	0	1	0	0	0	0	0
Zotu102	0	2	1	14	0	5	7	7	33	6	10	2	13	2	16	15	3	5	0	10	6	14	8	0	19	24	6	1	1	2	1	1
Zotu99	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu119	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	60	0	0	1	0	39	6	58	0	0	2	0
Zotu282	0	1	0	0	2	1	1	0	11	0	0	0	5	3	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0
Zotu231	0	2	0	0	0	2	1	0	20	0	0	0	3	0	0	2	2	3	0	8	2	0	6	0	0	0	4	0	0	4	0	0
Zotu314	0	1	1	0	0	3	1	3	4	0	0	1	0	0	7	6	1	0	0	4	0	0	1	0	3	1	5	1	0	5	0	0
Zotu284	0	1	0	0	2	0	0	1	9	4	0	1	0	5	0	0	0	1	0	0	7	0	0	0	14	0	0	0	0	2	0	0
Zotu134	0	3	0	8	2	5	6	3	31	7	16	0	2	0	9	3	4	1	0	4	2	10	5	0	0	8	2	3	2	0	0	0
Zotu619	0	2	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0	1	0	0
Zotu607	0	1	0	1	0	0	0	1	5	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	5	1	0	0	0	0	0
Zotu315	0	2	0	0	1	0	2	1	14	3	2	0	0	0	2	2	0	0	0	3	3	1	1	0	1	3	2	0	0	0	0	1
Zotu697	0	1	3	4	0	1	1	0	1	0	0	0	0	0	1	2	0	0	0	9	0	0	1	0	1	0	0	0	0	0	1	0
Zotu609	0	2	0	1	0	3	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	4	0	4	0	0	0	1
Zotu101	0	3	0	44	3	0	16	2	38	0	38	0	2	0	0	0	0	6	20	0	0	20	0	0	0	32	0	0	1	5	0	0
Zotu470	0	1	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu348	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
Zotu472	0	1	0	2	2	1	1	1	4	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	2	15	0	0	0	0	0	0
Zotu257	0	1	0	3	0	0	1	2	7	0	8	1	0	0	7	0	0	0	0	0	1	4	0	0	1	9	0	1	0	0	0	0
Zotu228	0	3	0	3	0	0	0	4	12	0	0	0	4	0	1	1	3	3	1	3	1	3	3	0	0	5	2	1	0	0	0	3
Zotu483	0	2	0	1	0	0	0	0	4	0	8	0	0	0	2	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	1
Zotu688	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Zotu383	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	5	0	0	0	0	0	0	4	0	1	0	2	5	0	0	0	0
Zotu368	0	1	0	3	0	5	0	6	3	2	0	0	0	0	0	1	0	1	0	1	1	1	3	0	0	2	0	1	0	0	0	1
Zotu691	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0
Zotu423	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0
Zotu183	0	5	2	0	1	9	2	2	10	4	9	0	3	0	2	1	3	6	0	0	2	9	3	0	0	4	2	0	0	0	2	0
Zotu692	0	3	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Zotu717	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11	0	0	1	0	0	0	1	0	0	1	0	1
Zotu48	0	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	986	0	0	0	0	0	0	14	0	0	0	0
Zotu429	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	7	1	0	0	2	3	0	0	0	1	2	1	4	1	0	0	0
Zotu303	0	2	1	2	0	1	0	2	4	0	7	2	0	0	2	1	0	0	0	16	0	3	0	1	0	1	0	1	0	0	0	0
Zotu385	0	1	0	0	0	4	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	31	0	0	0	0	0	0
Zotu301	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
Zotu547	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0
Zotu232	0	1	0	8	0	0	0	0	1	1	0	2	0	0	12	3	0	0	3	1	0	0	8	1	0	9	5	0	0	5	0	0
Zotu194	0	1	2	10	0	1	1	2	20	1	4	1	0	0	10	1	0	0	0	6	0	2	1	0	6	1	1	5	0	3	0	3
Zotu738	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0
Zotu111	0	1	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0
Zotu461	0	2	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	2	1	0	1	2	1	1	0	0	0	1
Zotu449	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0
Zotu17	0	0	2914	0	0	0	4	0	0	0	0	0	19	414	0	0	0	7	0	0	1380	0	0	17	0	0	1228	0	0	0	0	0
Zotu359	0	0	1	6	0	2	0	1	2	0	0	0	1	0	9	6	1	0	0	3	1	0	0	0	7	2	0	6	1	1	0	0
Zotu352	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	26	0	0	0	1	0	0
Zotu811	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0
Zotu309	0	0	1	0	0	7	0	15	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu601	0	0	1	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0
Zotu644	0	0	2	1	0	1	0	1	8	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	2	1	1
Zotu536	0	0	2	0	0	0	0	0	5	1	0	0	1	0	2	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0
Zotu797	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0
Zotu325	0	0	1	9	0	0	0	0	24	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu337	0	0	1	0	0	0	14	1	0	0	0	0	1	1	0	7	0	0	0	8	0	0	1	0	0	0	0	2	0	0	0	0
Zotu175	0	0	1	14	0	11	10	1	13	2	3	0	1	0	11	0	0	0	0	14	1	3	1	0	3	2	1	1	1	1	0	0
Zotu171	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	9	0	1	0	27	0	4	48	0	0	3	0
Zotu28	0	0	1	0	0	0	0	0	0	0	0	0	0	2019	0	5	0	0	0	0	0	0	32	0	53	0	1	0	3	49	0	0
Zotu395	0	0	1	3	0	4	0	1	3	0	0	0	0	0	0	5	0	1	0	4	0	2	1	0	0	2	1	0	0	1	0	0
Zotu803	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu551	0	0	1	3	1	0	1	0	4	2	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0
Zotu292	0	0	1	4	0	3	5	0	10	2	5	0	2	0	0	1	0	1	0	9	1	1	2	0	1	5	2	2	0	0	0	0
Zotu510	0	0	0	5	0	0	1	1	4	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
Zotu496	0	0	0	3	0	1	0	0	4	0	0	0	1	0	3	5	0	0	1	0	0	0	1	0	2	0	0	3	0	0	0	1
Zotu762	0	0	0	6	0	0	0	1	0	0	0	4	0	0	2	4	0	1	0	0	1	0	6	0	2	0	5	0	0	0	0	1
Zotu331	0	0	0	11	0	0	2	0	0	0	0	2	0	0	0	5	0	1	0	1	7	0	0	0	4	0	1	4	0	1	0	0
Zotu415	0	0	0	5	0	0	0	0	4	0	0	0	0	1	1	2	0	0	0	1	2	0	7	0	1	0	0	2	1	0	0	0
Zotu177	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu172	0	0	0	11	0	2	7	0	2	0	16	1	0	0	15	6	0	1	1	12	3	1	1	0	7	5	1	0	1	1	0	0
Zotu158	0	0	0	5	0	2	3	4	20	0	3	0	2	1	5	3	1	1	0	25	0	2	1	0	1	9	2	2	0	2	3	1
Zotu509	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu748	0	0	0	6	0	0	0	1	0	2	8	0	1	1	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0
Zotu763	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Zotu631	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	2	0	2	3	0	0	0	0
Zotu299	0	0	0	2	1	0	0	1	4	0	4	0	0	0	0	6	0	0	0	5	1	0	0	0	0	17	0	9	0	0	0	0
Zotu280	0	0	0	14	0	7	1	2	2	0	0	0	5	1	4	2	0	0	0	5	1	0	0	0	0	3	0	0	0	0	1	0
Zotu599	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu272	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	23	0	0	0	0	7	0	4	3	0	2	0	0
Zotu499	0	0	0	14	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu217	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	5	0	0	54	0	0	0	8	0
Zotu475	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu733	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu780	0	0	0	11	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu481	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	11	0	3	0	0	0	0	0
Zotu402	0	0	0	4	0	2	0	0	3	0	0	1	1	1	0	0	0	0	0	1	0	2	0	0	0	3	1	3	0	2	0	0
Zotu122	0	0	0	1	0	0	172	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu358	0	0	0	6	0	5	0	1	11	0	4	1	0	1	2	1	0	0	0	1	0	0	0	0	4	10	2	0	0	0	0	0
Zotu302	0	0	0	18	3	2	0	0	0	0	1	0	1	1	0	1	0	0	0	4	0	3	0	0	1	2	0	0	0	1	1	1
Zotu708	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu587	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu434	0	0	0	3	0	4	1	3	2	0	0	0	0	0	6	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Zotu580	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	4	0	0	1	4	0	0	0	0	4	0	1	4	0	1	0	0
Zotu413	0	0	0	2	0	1	1	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	2	1	0	0	1	0	0
Zotu238	0	0	0	7	0	1	0	4	3	3	3	1	1	2	16	9	1	1	1	5	0	0	0	0	7	5	5	2	0	1	1	0
Zotu597	0	0	0	2	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu316	0	0	0	2	0	1	0	4	1	2	0	1	1	1	0	15	0	0	0	0	0	4	2	0	3	2	1	0	0	0	0	2
Zotu476	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	3	0	1	1	4	0	0	2	0	0	0	1	1	0	1	1	0
Zotu341	0	0	0	8	0	2	0	0	7	0	0	2	6	0	1	0	0	0	0	0	0	0	0	0	2	19	1	1	0	1	0	0
Zotu189	0	0	0	8	2	0	2	14	0	3	8	0	2	0	3	1	0	0	0	9	1	1	0	0	1	16	2	1	0	0	5	2
Zotu741	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu435	0	0	0	8	0	1	0	0	3	0	3	0	3	0	3	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
Zotu610	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu493	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	1	0	0
Zotu635	0	0	0	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0
Zotu632	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Zotu598	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
Zotu363	0	0	0	9	0	1	0	2	4	0	0	0	1	0	0	0	0	1	0	1	0	4	0	0	2	1	0	0	0	0	0	0
Zotu200	0	0	0	2	0	0	0	10	28	0	0	0	0	0	4	10	0	0	0	1	1	0	6	0	3	1	12	3	0	1	0	1
Zotu602	0	0	0	5	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0
Zotu430	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
Zotu504	0	0	0	1	0	0	0	3	3	0	0	1	0	0	6	1	0	0	0	4	2	0	0	0	0	2	2	0	0	1	0	0
Zotu259	0	0	0	1	0	1	0	0	0	0	5	5	0	1	2	7	1	4	0	1	4	0	11	0	4	0	3	2	0	0	0	0
Zotu830	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0
Zotu788	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1
Zotu240	0	0	0	1	0	0	58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu212	0	0	0	1	1	4	8	3	2	2	0	0	12	0	3	9	0	4	0	1	2	2	0	0	11	1	0	3	0	0	0	0
Zotu786	0	0	0	4	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu233	0	0	0	1	0	1	0	0	1	2	14	0	0	2	9	0	0	0	0	12	0	6	4	1	1	1	0	0	1	0	1	0
Zotu711	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	5	1	0	0	0	0	2
Zotu419	0	0	0	3	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu506	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu807	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	1	0	0	0	0	1	0	0	0	1	0	0	0
Zotu428	0	0	0	2	0	0	1	0	6	3	5	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0
Zotu340	0	0	0	2	0	0	0	0	8	0	0	0	0	0	6	0	2	0	0	0	1	0	3	0	1	0	8	0	0	2	0	0
Zotu808	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0
