#OTU ID	SRR15655215	SRR15655218	SRR15655228	SRR15655231	SRR15655234	SRR15655238	SRR15655241	SRR15655244	SRR15655248	SRR15655254	SRR15655258	SRR15655264	SRR15655267	SRR15655268	SRR15655274	SRR15655287	SRR15655291	SRR15655294	SRR15655300
OTU_253	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0
OTU_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OTU_256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OTU_257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OTU_258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OTU_259	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_26	0	70	26	0	0	0	8	8	0	0	0	4	0	0	28	0	0	0	440
OTU_260	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_261	0	6	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_262	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_263	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_264	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_265	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_266	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_267	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_268	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_269	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_27	77	0	0	9	6	0	4	3	0	14	344	0	389	0	6	0	17	0	0
OTU_270	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_271	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_272	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_278	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_28	402	3	0	0	0	0	112	0	41	0	559	0	124	0	0	0	0	0	0
OTU_280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_283	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_284	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_285	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_286	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_287	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_288	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_289	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_29	0	0	5	0	0	0	0	0	0	99	0	0	16	43	0	0	315	0	15
OTU_290	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_291	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5
OTU_292	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_293	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_294	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_295	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_296	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_297	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	2
OTU_298	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	6
OTU_299	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_3	0	0	0	0	0	0	0	0	0	43	0	0	0	24	3	0	14	0	4528
OTU_30	0	276	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
OTU_300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_302	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0
OTU_303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_304	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6
OTU_305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OTU_306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_31	951	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	33
OTU_310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_311	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_312	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_313	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_314	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_315	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_316	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU_317	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_318	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_319	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0
OTU_320	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_321	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_322	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_323	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_324	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_325	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0
OTU_326	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_329	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0
OTU_33	626	0	0	18	0	0	0	0	0	18	0	0	39	13	0	0	248	0	22
OTU_330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OTU_334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_335	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
OTU_336	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_337	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_338	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_339	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_34	7	244	0	8	0	0	9	0	0	17	0	0	9	7	0	0	62	0	0
OTU_340	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_341	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_342	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_343	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0
OTU_344	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_345	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_346	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_347	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_348	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_35	0	0	0	21	0	0	0	0	0	236	0	0	0	0	6	0	8	0	0
OTU_350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_36	33	8	8	36	0	0	8	0	0	230	53	0	93	21	0	0	48	0	26
OTU_360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_361	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_362	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_363	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_364	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_365	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_366	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_367	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_368	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_369	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_37	0	219	17	30	0	0	0	3	0	220	0	0	0	0	0	0	72	0	120
OTU_370	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_371	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0
OTU_372	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
