#OTU ID	SRR7635994	SRR7636007	SRR7636010	SRR7636016	SRR7636020	SRR7636031	SRR7636047	SRR7636084	SRR7636103	SRR7636117	SRR7636124	SRR7636128	SRR7636151	SRR7636156	SRR7636174	SRR7636179	SRR7636195	SRR7636204	SRR7636214	SRR7636238	SRR7636246	SRR7636247	SRR7636265	SRR7636266	SRR7636267	SRR7636277	SRR7636291	SRR7636294	SRR7636307	SRR7636333	SRR7636336	SRR7636348	SRR7636349	SRR7636352	SRR7636363	SRR7636367	SRR7636374	SRR7636382	SRR7636388	SRR7636416	SRR7636423	SRR7636435	SRR7636439	SRR7636445	SRR7636460	SRR7636473	SRR7636476	SRR7636477	SRR7636479	SRR7636484	SRR7636503	SRR7636510	SRR7636515	SRR7636519	SRR7636520	SRR7636521	SRR7636527	SRR7636560	SRR7636577	SRR7636580	SRR7636587	SRR7636588	SRR7636592	SRR7636596	SRR7636597	SRR7636627	SRR7636634	SRR7636635	SRR7636655	SRR7636664	SRR7636675	SRR7636686	SRR7636689	SRR7636690	SRR7636693	SRR7636725	SRR7636729	SRR7636737	SRR7636756	SRR7636763	SRR7636777	SRR7636786	SRR7636790	SRR7636797	SRR7636801	SRR7636806	SRR7636827	SRR7636830	SRR7636849	SRR7636851	SRR7636861	SRR7636869	SRR7636890	SRR7636892	SRR7636895	SRR7636899	SRR7636900	SRR7636904	SRR7636908	SRR7636915	SRR7636923	SRR7636927	SRR7636955	SRR7636960	SRR7636969	SRR7636974	SRR7637012	SRR7637020	SRR7637026	SRR7637029	SRR7637032	SRR7637034	SRR7635466	SRR7635470	SRR7635478	SRR7635481	SRR7635489	SRR7635493	SRR7635503	SRR7635538	SRR7635553	SRR7635563	SRR7635580	SRR7635581	SRR7635596	SRR7635605	SRR7635613	SRR7635627	SRR7635629	SRR7635654	SRR7635667	SRR7635683	SRR7635688	SRR7635695	SRR7635708	SRR7635731	SRR7635743	SRR7635769	SRR7635793	SRR7635815	SRR7635825	SRR7635839	SRR7635851	SRR7635862	SRR7635879	SRR7635891	SRR7635903	SRR7635918	SRR7635942	SRR7635964	SRR7635971
Zotu19	0	0	0	86	43	0	0	0	0	5	0	0	2	35	3	0	0	0	0	2	4	0	0	6	12	5	0	0	24	0	1	10	83	0	147	173	0	1272	0	0	140	0	3	5	0	0	106	200	0	0	0	227	1	38	6	118	1	0	0	0	2	0	0	76	954	935	0	34	5	0	0	0	0	0	26	0	0	0	25	0	0	4	22	796	12	26	0	190	2	0	0	38	0	0	0	33	204	2	0	0	1	5	0	1	0	43	0	2	0	22	15	0	0	0	1	0	0	2	8	38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	20	0	0	1
Zotu555	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	5	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Zotu275	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu99	0	0	0	14	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	7	22	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	1	0	0	5	0	57	0	0	0	22	8	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	44	32	0	0	0	0	0	0	0	47	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
Zotu678	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu902	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu31	0	0	0	8	1	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	51	407	79	0	0	0	7	0	85	3	0	0	0	0	0	386	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	110	3	0	0	0	0	303	0	0	0	0	0	0	0	0	12	69	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1243	0	0	6	0	0	0	0	0	0	0	0	2	39	0	0	0	0	0	0	0	0	0	0
Zotu50	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	42	148	0	448	0	0	0	26	0	0	0	11	3	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	108	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	84	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu273	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	43	0	1	11	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14	0	0	0	19	132	0	0	0	0	0	0	0	1	63	24	0	0	6	0	0	16	0	0	0	21	55	0	0	1691	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	5	0	0	59	0	0	0	0	0	0	227	0	0	0	0	0	0	36	4	1164	0	0	77	239	2	0	0	27	0	0	0	0	4	15	1	0	94	2	25	0	0	0	1237	0	0	0	331	0	0	0	0	0	0	0	1	0	53	6	1	0	121	0	2	0	36	0	0	0	0	0	0	0	0	70	0	0	0	14	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu17	0	0	0	5	0	0	2	6	0	17	0	0	0	12	0	0	407	0	0	189	0	0	0	13	8	2	11	2	108	0	0	53	21	0	34	237	0	144	9	105	78	1	24	90	2	0	273	19	2	0	3	35	0	12	0	41	7	295	0	0	0	6	29	104	15	72	0	27	11	0	0	67	28	5	2	0	0	0	286	0	2	35	0	15	0	5	45	0	0	0	0	7	9	0	87	2	0	9	0	0	871	28	29	2	0	78	4	1	125	5	7	5	0	0	29	0	0	3	826	75	0	0	83	0	0	0	0	95	0	0	10	0	0	2	0	0	0	0	0	46	31	0	0	0	0	0	0	2	0	0	0
Zotu507	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2
Zotu109	0	0	0	11	0	0	1	5	1	0	1	0	6	2	16	14	0	0	0	2	6	0	0	0	2	1	0	1	0	2	10	0	0	0	0	0	4	20	2	0	8	0	0	4	0	0	4	3	5	0	5	0	4	0	6	5	1	1	1	4	0	12	0	15	0	0	0	1	0	1	0	28	13	0	8	0	0	0	61	2	2	0	15	2	17	12	1	0	0	0	0	4	19	5	2	4	1	1	0	0	31	22	10	3	0	0	0	22	0	1	0	0	0	1	0	0	0	6	7	0	0	0	3	1	0	1	0	1	0	0	2	0	0	3	0	0	17	0	0	1	16	0	0	1	0	0	0	10	0	0	2
Zotu508	0	0	0	2	0	0	1	0	0	1	0	0	3	0	0	2	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu73	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	29	0	0	0	4	0	9	0	0	13	80	0	0	3	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	15	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	102	0	0	202	0	0	0	0	0	0	19	1	1	9	5	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Zotu531	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu541	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	3	1	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	1	1	0	10	0	0	0	1	0	4	0	0	0	0	0	0	1	2	1	4	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu561	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu72	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	9	0	0	0	0	0	0	448	0	165	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu354	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	2	1	0	0	0	1	4	0	0	0	0	1	1	2	1	4	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0
Zotu125	0	0	0	11	0	0	0	0	1	0	0	1	3	0	2	8	0	1	1	2	5	1	0	12	2	0	2	2	0	1	9	1	1	0	0	2	0	0	4	5	0	0	0	0	0	0	4	6	7	1	1	2	2	1	7	1	0	0	0	1	2	4	2	3	0	2	0	1	0	0	0	2	0	7	0	0	0	0	3	9	0	0	12	1	9	5	3	0	0	0	0	1	0	2	15	3	1	5	6	0	6	1	0	0	0	1	5	5	1	15	7	0	1	0	0	0	0	1	3	1	0	1	1	0	0	0	0	6	1	0	0	0	0	0	0	0	7	0	3	3	0	0	5	1	0	0	0	0	4	0	0
Zotu310	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu18	0	0	0	24	5	0	0	46	0	60	0	0	0	99	0	0	0	0	2	0	39	0	0	0	0	3	0	0	0	0	0	2	72	0	0	0	0	301	3	0	0	24	1	10	0	1	0	70	0	0	0	0	0	0	0	50	5	0	0	0	5	6	289	97	516	254	0	2	0	19	0	115	3	0	1	0	0	0	250	0	38	137	15	0	0	0	80	0	0	0	0	2	0	0	77	0	0	0	0	0	866	0	0	0	0	0	0	0	0	2	143	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	2312	0	0	3	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0
Zotu141	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	22	0	0	0	0	1	5	2	0	0	0	11	0	0	0	0	1	0	0	0	0	0	2	17	1	43	0	5	0	0	0	3	0	0	0	0	0	0	5	0	0	0	1	9	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	73	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Zotu578	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu158	0	0	0	4	0	0	1	0	0	0	0	0	1	1	1	1	0	0	4	1	6	0	0	20	6	0	7	0	0	2	6	0	1	0	0	0	2	1	5	3	0	0	0	2	0	0	0	1	5	0	0	5	1	5	1	0	0	0	0	2	0	3	1	1	0	0	0	2	2	0	0	2	2	6	4	0	0	0	0	0	1	0	0	2	7	2	0	0	0	0	0	0	0	2	11	5	0	0	4	0	1	0	0	1	3	0	1	1	2	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	5	1	0	1
Zotu22	0	0	0	9	1	0	1	7	0	18	0	0	7	0	0	0	9	0	2	100	2	0	0	50	1	13	29	26	0	5	3	16	1	0	233	243	0	9	5	682	14	1	6	0	0	1	3	32	4	0	0	0	2	0	0	28	2	1	0	1	1	1	4	12	2	396	0	8	82	0	0	4	229	1	10	0	0	0	512	0	17	0	20	2	0	0	4	3	0	0	0	64	0	0	274	15	18	0	0	0	40	5	0	11	2	15	0	1	5	3	0	1	0	0	4	0	0	1	650	18	0	0	0	0	0	0	0	3	1	0	2	0	1	1	0	0	9	0	0	25	23	0	0	0	0	0	0	4	0	0	2
Zotu565	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	4	1	0	0
Zotu140	0	0	0	6	0	5	4	0	6	0	0	0	2	0	1	2	0	0	12	0	1	0	0	22	3	0	1	1	0	0	12	0	0	0	0	5	0	0	13	2	0	0	1	7	1	0	3	6	7	0	0	2	2	4	2	0	0	0	0	0	1	3	0	2	0	1	0	1	0	0	0	1	1	8	7	0	0	0	11	1	2	0	0	2	17	1	0	0	0	0	1	1	0	11	7	5	0	2	6	0	1	1	0	1	1	0	0	2	2	2	9	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	0
Zotu263	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	4	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	3	1	2	3	0	0	1	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	1	0	2	1	0	0	0	0	4	2	0	0	0	0	0	0	0	3	3	1	0	3	1	0	0	1	2	0	0	0	1	0	1	2	1	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	0	0	1	0	0	0	0
Zotu870	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu150	0	0	0	1	0	0	0	1	3	0	0	1	3	1	0	0	0	0	13	0	11	0	0	17	3	0	4	0	1	3	12	0	0	0	0	0	0	1	10	4	1	0	0	0	0	0	1	0	17	0	0	2	3	0	1	0	0	0	0	1	0	5	1	5	0	0	0	3	2	0	0	1	3	13	3	0	0	0	4	0	1	0	10	6	12	8	3	0	0	0	0	0	0	6	12	4	1	2	9	0	0	0	1	0	4	0	4	0	9	2	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0
Zotu342	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	1	0	7	0	0	2	1	0	0	0	0	0	0	0	0	2	1	1	7	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Zotu517	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	11	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu298	0	0	0	3	0	0	0	0	1	1	1	0	2	2	1	7	0	0	6	0	4	0	0	3	0	0	0	2	0	1	3	0	0	0	0	1	0	0	15	1	1	0	0	3	0	0	1	7	11	0	1	2	1	0	0	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	2	6	3	0	0	0	1	0	0	0	10	5	13	2	1	1	0	0	0	0	3	1	8	3	0	1	4	0	0	3	0	0	2	0	0	5	4	8	8	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	1	0	0	0	1	0	0	0
Zotu191	0	0	0	4	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu545	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu560	0	0	0	4	0	0	1	1	6	2	0	0	2	0	2	12	0	1	13	3	8	0	1	21	0	0	7	1	1	14	17	0	0	0	0	2	3	0	4	2	0	0	0	2	0	0	1	2	17	1	0	1	1	2	0	0	1	1	1	5	0	1	0	5	1	0	0	0	1	1	1	1	2	21	3	0	0	0	0	0	3	0	4	13	18	7	3	0	0	1	5	9	6	3	11	1	0	11	15	0	0	1	0	1	6	0	2	4	21	4	15	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	2	0	0	2	0	1	1	0	0	1	0	0	1	0	1	2	0	0
Zotu525	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Zotu640	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0
Zotu69	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	45	0	0	0	0	23	0	0	0	0	0	0	204	0	21	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	90	0	6	0	0	0	0	0	96	0	0	0	0	86	0	0	0	167	0	0	1	0	4	0	0	0	0	26	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
