#OTU ID	SRR6920027	SRR6920028	SRR6920030	SRR6920033	SRR6920034	SRR6920036	SRR6920038	SRR6920041	SRR6920042	SRR6920046	SRR6920050	SRR6920052	SRR6920056	SRR6920058	SRR6920059	SRR6920074	SRR6920078	SRR6920086	SRR6920089	SRR6920091	SRR6920093	SRR6920029	SRR6920031	SRR6920032	SRR6920035	SRR6920045	SRR6920047	SRR6920048	SRR6920049	SRR6920051	SRR6920053	SRR6920057	SRR6920064	SRR6920070	SRR6920071	SRR6920072	SRR6920075	SRR6920077	SRR6920085	SRR6920087	SRR6920088	SRR6920090	SRR6920092	SRR6920094
Zotu99	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	165	0	0	0	1	0	0	0	0	0	0	0	0	3187	0	0	0	1	0	0	0	0	0	0
Zotu583	19	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	222
Zotu818	50	0	0	0	1	12	0	4	1	0	0	0	0	0	0	0	1	0	0	0	9	1	26	1	18	0	0	0	0	0	0	106	0	0	3	0	0	22	9	5	5	0	0	0
Zotu3378	31	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
Zotu1121	34	0	0	0	0	16	0	3	1	0	0	0	0	0	0	0	0	0	0	0	5	0	17	2	11	0	0	0	0	0	0	70	2	0	4	0	0	4	2	5	1	0	0	0
Zotu4322	39	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Zotu3798	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1039	12	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	124
Zotu734	48	0	0	0	0	20	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	18	3	25	0	0	0	0	0	0	123	0	0	5	0	0	21	10	7	5	0	0	0
Zotu2111	60	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	3	2	0	0	0
Zotu467	12	0	0	0	0	1	0	262	0	0	0	0	0	0	13	0	9	0	0	0	3	0	0	0	0	0	1	0	0	0	0	163	0	0	1	0	33	15	0	0	0	0	0	51
Zotu51	19	0	1	0	0	11	0	0	0	0	0	0	1	2	1	130	0	0	0	2	180	0	0	0	7	0	0	0	0	0	0	0	1	4237	1	5	2	0	0	0	0	1	0	30
Zotu1783	2	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0
Zotu5541	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1112	42	0	0	0	0	0	0	101	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
Zotu789	39	0	0	0	0	15	0	11	0	0	1	0	0	0	0	1	0	0	0	0	4	0	16	2	24	0	0	0	0	0	1	139	0	0	4	1	0	16	4	3	5	1	0	0
Zotu21	57	0	0	0	0	0	0	38	78	0	99	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	36	4120	1	753	0	0	0	0	0	0	0	0	0
Zotu5304	28	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0
Zotu44	15	0	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	285	0	0	0	7	0	0	0	0	0	0	0	0	4718	0	0	0	0	0	0	0	0	0	0
Zotu3994	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3981	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
Zotu2413	8	0	0	0	0	0	0	11	0	0	0	0	0	1	0	24	11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0
Zotu64	48	0	0	0	0	1	0	37	53	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	16	3016	0	349	0	0	0	0	0	1	0	0	0
Zotu1708	86	0	0	0	1	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	1	0	0	0
Zotu1887	23	0	0	0	0	0	0	68	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu2999	43	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Zotu3362	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3012	25	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	5	1	0	0	0
Zotu18	78	0	0	0	0	0	0	54	85	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	32	4138	1	516	0	0	0	0	0	0	0	0	0
Zotu479	34	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	269
Zotu2025	5	0	0	0	0	0	0	69	0	0	0	0	0	1	5	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0
Zotu4553	20	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Zotu4050	41	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2732	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu2739	11	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu214	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	33	0	0	0	0	104	0	0	0	2	0	0	0	0	0	0	0	0	1612	0	1	0	0	0	0	0	0	0	28
Zotu2909	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
Zotu3141	4	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	4	1	0	0	9	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16
Zotu1960	58	0	0	0	1	12	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	6	3	0	0	0
Zotu2377	49	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	9	1	0	0	0
Zotu86	17	0	0	0	0	3	0	0	0	0	0	2	0	1	0	94	0	0	0	2	139	0	0	0	4	0	0	0	0	0	0	0	0	3314	0	5	1	0	0	0	0	0	0	26
Zotu6455	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu1212	35	0	0	0	0	0	0	93	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0
Zotu3588	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6249	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5347	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1
Zotu1703	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	88
Zotu2062	65	0	0	0	0	4	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36
Zotu1699	19	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	2	4	0	0	0	0	0	0	53	0	0	0	0	0	4	1	4	3	0	0	0
Zotu2641	22	0	0	0	0	1	0	35	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5399	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Zotu2894	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5199	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu5845	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu396	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	11	0	1	0	1	43	0	0	0	3	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	5
Zotu5488	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu720	22	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	178
Zotu3192	31	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0
Zotu5383	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Zotu7186	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu744	24	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	160
Zotu3899	30	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
Zotu2526	52	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Zotu6247	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu63	6	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	244	0	0	0	1	0	0	0	0	0	0	0	0	4045	0	0	1	0	0	0	1	0	0	0
Zotu4290	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4589	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu360	9	0	0	0	0	0	0	12	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	4	517	0	62	0	0	0	0	0	0	0	0	0
Zotu2952	4	0	0	0	0	0	0	10	0	0	1	0	1	0	1	2	0	0	0	0	5	0	0	3	0	0	0	1	19	0	0	26	0	2	0	0	0	6	0	0	0	0	0	0
Zotu783	20	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	167
Zotu1543	50	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	43	0	0	1	0	0	1	0	0	0	0	0	0
Zotu3224	23	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
Zotu2383	27	0	0	0	0	0	0	38	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu773	46	0	0	0	0	15	0	6	2	1	0	0	0	0	0	0	0	0	0	0	8	1	16	5	25	0	0	0	0	0	0	145	1	0	4	1	0	16	10	6	6	0	0	0
Zotu1238	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
Zotu4081	7	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Zotu4279	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	1	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	0
Zotu1423	60	0	0	0	0	2	0	2	0	0	0	0	0	0	3	0	21	0	0	0	7	0	0	0	0	0	0	0	0	0	0	47	0	0	2	0	0	0	0	0	0	0	0	0
Zotu61	21	0	2	0	0	12	0	0	0	0	0	1	0	2	2	106	0	0	0	2	222	0	0	0	9	0	0	0	0	0	0	0	0	3698	0	8	1	0	0	0	0	0	0	45
Zotu4492	16	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4049	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Zotu585	27	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	218
Zotu1634	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
Zotu1289	4	0	0	0	0	1	0	64	0	0	0	0	0	0	4	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	4	4	0	0	0	0	0	28
Zotu277	14	0	0	0	0	0	0	14	16	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	6	851	0	104	0	0	0	0	0	0	0	1	0
Zotu1727	19	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu1317	35	0	0	0	0	0	0	78	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0
Zotu2507	30	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	1	0	0	0	0	0
Zotu2243	70	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	3	0	0	0	0
Zotu1171	29	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	2	14	0	0	0	0	0	0	71	0	0	3	0	0	10	7	2	7	0	0	0
Zotu601	14	0	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	2	0	0	219
Zotu1271	42	0	0	0	0	2	0	85	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
Zotu339	13	0	0	0	0	0	0	15	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	2	566	0	75	0	0	0	0	0	0	0	0	0
Zotu645	21	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	195
Zotu31	56	0	0	0	0	0	0	39	84	0	92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	24	3882	0	662	0	0	0	0	0	0	0	0	0
Zotu2876	28	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	1	0	0	0	0	0
Zotu1807	25	0	0	0	0	1	0	61	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Zotu3217	12	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2888	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4036	36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1139	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	151	0	0	0	0	0	0	0	0	0
Zotu2956	34	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Zotu7	51	0	0	0	0	1	0	58	89	0	99	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	31	5039	2	850	0	0	0	0	0	0	0	0	0
Zotu155	25	0	0	0	0	0	0	25	21	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	12	1732	2	183	0	0	0	0	0	1	0	0	0
Zotu111	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	4	0	0	0	0	0	0	0	0	2959	0	0	0	0	0	0	0	0	0	0
Zotu929	30	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15	5	21	0	0	0	0	0	0	89	0	0	1	0	0	18	3	12	3	0	0	0
